usuario,filme,nota
Critico_Ranzinza_048,Saving Face (2004),1.5
Critico_Ranzinza_048,Run Fatboy Run (2007),2.5
Critico_Ranzinza_048,Iron Eagle (1986),1.5
Critico_Ranzinza_049,Footloose (1984),1.5
Critico_Ranzinza_049,You'll Never Get Rich (1941),3.0
Critico_Ranzinza_049,"Asphalt Jungle, The (1950)",1.0
Critico_Ranzinza_049,"Dark Knight Rises, The (2012)",2.5
Critico_Ranzinza_049,Mayor of the Sunset Strip (2003),1.5
Critico_Ranzinza_049,Hardball (2001),2.5
Critico_Ranzinza_049,Swing Kids (1993),1.0
Critico_Ranzinza_049,"African Queen, The (1951)",1.5
Critico_Ranzinza_049,Run All Night (2015),2.0
Critico_Ranzinza_049,"Apple, The (Sib) (1998)",3.0
Critico_Ranzinza_049,Alice Doesn't Live Here Anymore (1974),2.5
Critico_Ranzinza_049,Shadowlands (1993),3.0
Critico_Ranzinza_049,Captain Corelli's Mandolin (2001),2.0
Critico_Ranzinza_049,Kiss of Death (1995),1.0
Critico_Ranzinza_049,Ice Castles (1978),1.0
Critico_Ranzinza_049,Kick-Ass 2 (2013),2.0
Critico_Ranzinza_049,Idle Hands (1999),2.0
Critico_Ranzinza_049,Running on Empty (1988),2.5
Critico_Ranzinza_049,Water for Elephants (2011),2.5
Critico_Ranzinza_049,It Happened on Fifth Avenue (1947),2.0
Critico_Ranzinza_049,Weirdsville (2007),2.0
Critico_Ranzinza_049,Addams Family Values (1993),2.0
Critico_Ranzinza_049,When We First Met (2018),1.5
Critico_Ranzinza_049,Drag Me to Hell (2009),3.0
Critico_Ranzinza_049,Paranormal Activity 3 (2011),2.5
Critico_Ranzinza_049,"Man with the Golden Gun, The (1974)",1.5
Critico_Ranzinza_049,Magnum Force (1973),1.5
Critico_Ranzinza_049,Beyond the Valley of the Dolls (1970),2.0
Critico_Ranzinza_049,If I Were a Rich Man (2002),1.5
Critico_Ranzinza_049,Striking Distance (1993),2.0
Critico_Ranzinza_050,Georgia (1995),2.0
Critico_Ranzinza_050,Babel (2006),2.0
Critico_Ranzinza_050,All the Right Moves (1983),0.5
Critico_Ranzinza_050,Mozart and the Whale (2005),2.5
Critico_Ranzinza_050,By the Gun (2014),3.0
Critico_Ranzinza_050,Mickey's Once Upon a Christmas (1999),2.5
Critico_Ranzinza_050,Show Boat (1951),1.5
Critico_Ranzinza_050,"Wages of Fear, The (Salaire de la peur, Le) (1953)",2.5
Critico_Ranzinza_050,Disturbia (2007),3.0
Critico_Ranzinza_050,Veronica Guerin (2003),2.5
Critico_Ranzinza_050,DC Super Hero Girls: Hero of the Year (2016),1.5
Critico_Ranzinza_050,Unforgiven (1992),2.0
Critico_Ranzinza_050,"Simple Twist of Fate, A (1994)",2.0
Critico_Ranzinza_050,"NeverEnding Story III, The (1994)",2.0
Critico_Ranzinza_050,Lenny (1974),2.0
Critico_Ranzinza_050,Mutiny on the Bounty (1962),2.5
Critico_Ranzinza_050,"Two Women (Ciociara, La) (1960)",2.5
Critico_Ranzinza_050,Red Heat (1988),1.5
Critico_Ranzinza_050,Eddie the Eagle (2016),1.5
Critico_Ranzinza_050,"Going Places (Valseuses, Les) (1974)",1.5
Critico_Ranzinza_050,Foxy Brown (1974),1.5
Critico_Ranzinza_050,Jim Jefferies: BARE (2014),3.0
Critico_Ranzinza_050,Kind Hearts and Coronets (1949),1.5
Critico_Ranzinza_050,Eastern Promises (2007),2.0
Critico_Ranzinza_050,Seven Sisters (2017),1.5
Critico_Ranzinza_050,Dave Chappelle: For What it's Worth (2004),2.0
Critico_Ranzinza_050,Inside Out (2015),2.5
Critico_Ranzinza_050,Gigantic (A Tale of Two Johns) (2002),3.0
Critico_Ranzinza_050,Nighthawks (1981),1.5
Critico_Ranzinza_050,Irreversible (Irréversible) (2002),0.5
Critico_Ranzinza_051,"Money Money Money (L'aventure, c'est l'aventure) (1972)",1.0
Critico_Ranzinza_051,Near Dark (1987),2.0
Critico_Ranzinza_051,Campfire Tales (1997),2.0
Critico_Ranzinza_051,"His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le) (2001)",2.5
Critico_Ranzinza_051,Fantasia 2000 (1999),2.0
Critico_Ranzinza_051,Hot Lead and Cold Feet (1978),2.5
Critico_Ranzinza_051,"Man, The (2005)",2.0
Critico_Ranzinza_051,"Leopard, The (Gattopardo, Il) (1963)",2.5
Critico_Ranzinza_051,Nine to Five (a.k.a. 9 to 5) (1980),1.5
Critico_Ranzinza_051,Paradise Lost 2: Revelations (2000),0.5
Critico_Ranzinza_051,In the Loop (2009),1.5
Critico_Ranzinza_051,Eros (2004),2.0
Critico_Ranzinza_051,Babes in Toyland (1934),2.0
Critico_Ranzinza_051,Tomorrow Never Dies (1997),2.0
Critico_Ranzinza_051,Changeling (2008),2.0
Critico_Ranzinza_051,Fright Night Part II (1988),2.0
Critico_Ranzinza_051,Brothers (Brødre) (2004),1.5
Critico_Ranzinza_051,X-Men: First Class (2011),3.0
Critico_Ranzinza_051,Running Scared (2006),2.0
Critico_Ranzinza_051,Everybody Wants Some (2016),1.5
Critico_Ranzinza_051,"Winslow Boy, The (1999)",2.0
Critico_Ranzinza_051,Flint (2017),0.5
Critico_Ranzinza_051,Hercules (1997),2.0
Critico_Ranzinza_051,Angst  (1983),1.5
Critico_Ranzinza_051,Regarding Henry (1991),1.5
Critico_Ranzinza_051,3 Ninjas Knuckle Up (1995),2.5
Critico_Ranzinza_051,"Shape of Things, The (2003)",2.0
Critico_Ranzinza_051,"Man Who Fell to Earth, The (1976)",2.5
Critico_Ranzinza_051,Bunny Lake Is Missing (1965),1.5
Critico_Ranzinza_051,Switchback (1997),1.5
Critico_Ranzinza_052,Survive Style 5+ (2004),1.5
Critico_Ranzinza_052,From the Terrace (1960),0.5
Critico_Ranzinza_052,Mr. Nice Guy (Yat goh ho yan) (1997),1.5
Critico_Ranzinza_052,"Care Bears Movie, The (1985)",1.5
Critico_Ranzinza_052,"Apple, The (Sib) (1998)",1.0
Critico_Ranzinza_052,"Lover, The (Amant, L') (1992)",2.5
Critico_Ranzinza_052,Gentlemen Prefer Blondes (1953),0.5
Critico_Ranzinza_052,"Big One, The (1997)",1.5
Critico_Ranzinza_052,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),2.5
Critico_Ranzinza_052,Sabrina (1954),2.0
Critico_Ranzinza_052,Friday (1995),2.0
Critico_Ranzinza_052,Erik the Viking (1989),2.5
Critico_Ranzinza_052,Southland Tales (2006),2.5
Critico_Ranzinza_052,Modern Problems (1981),2.0
Critico_Ranzinza_052,The Emoji Movie (2017),2.0
Critico_Ranzinza_052,Waltz with Bashir (Vals im Bashir) (2008),2.5
Critico_Ranzinza_052,"Christmas Story, A (1983)",2.0
Critico_Ranzinza_052,The Island (2006),2.0
Critico_Ranzinza_052,Star Wars: The Clone Wars (2008),2.0
Critico_Ranzinza_052,Harry Potter and the Deathly Hallows: Part 2 (2011),1.5
Critico_Ranzinza_052,Aladdin (1992),2.5
Critico_Ranzinza_052,Psycho III (1986),1.5
Critico_Ranzinza_052,Dr. Seuss' The Lorax (2012),2.0
Critico_Ranzinza_052,Friends with Money (2006),1.0
Critico_Ranzinza_052,Only Yesterday (Omohide poro poro) (1991),2.0
Critico_Ranzinza_052,"Thin Man, The (1934)",3.0
Critico_Ranzinza_052,Basket Case (1982),2.0
Critico_Ranzinza_052,Sweeney Todd (2006),2.0
Critico_Ranzinza_052,Mulan (1998),2.0
Critico_Ranzinza_052,"Flintstones, The (1994)",1.0
Critico_Ranzinza_053,12 Chairs (1976),2.0
Critico_Ranzinza_053,Gods and Generals (2003),2.0
Critico_Ranzinza_053,Hairspray (1988),2.0
Critico_Ranzinza_053,High Fidelity (2000),2.0
Critico_Ranzinza_053,Green Card (1990),1.5
Critico_Ranzinza_053,"Little Princess, The (1939)",2.5
Critico_Ranzinza_053,Buck Rogers in the 25th Century (1979),2.5
Critico_Ranzinza_053,Back to the Beach (1987),3.5
Critico_Ranzinza_053,Piranha II: The Spawning (1981),2.0
Critico_Ranzinza_053,Iron Man & Hulk: Heroes United (2013),2.0
Critico_Ranzinza_053,Shrek the Halls (2007),2.0
Critico_Ranzinza_053,"Fly, The (1958)",3.0
Critico_Ranzinza_053,Vigilante Diaries (2016),2.0
Critico_Ranzinza_053,Pink Flamingos (1972),1.0
Critico_Ranzinza_053,My Life (1993),2.0
Critico_Ranzinza_053,"Guru, The (2002)",2.0
Critico_Ranzinza_053,Maid in Manhattan (2002),1.5
Critico_Ranzinza_053,Welcome to the Sticks (Bienvenue chez les Ch'tis) (2008),2.5
Critico_Ranzinza_053,Cabin Boy (1994),2.5
Critico_Ranzinza_053,Whatever Works (2009),0.5
Critico_Ranzinza_053,Front of the Class (2008),1.5
Critico_Ranzinza_053,Vincent Wants to Sea (Vincent will meer) (2010),1.0
Critico_Ranzinza_053,Breaking Away (1979),1.0
Critico_Ranzinza_053,Palookaville (1996),3.0
Critico_Ranzinza_053,Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983),2.5
Critico_Ranzinza_053,The OA,3.0
Critico_Ranzinza_053,Night at the Museum: Battle of the Smithsonian (2009),2.5
Critico_Ranzinza_053,Havoc (2005),2.0
Critico_Ranzinza_053,Batman: Mask of the Phantasm (1993),1.5
Critico_Ranzinza_053,Enigma (2001),1.5
Critico_Ranzinza_054,Fandango (1985),1.0
Critico_Ranzinza_054,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",2.5
Critico_Ranzinza_054,Batman: Gotham Knight (2008),2.0
Critico_Ranzinza_054,Norma Rae (1979),1.5
Critico_Ranzinza_054,Mercury Plains (2016),1.5
Critico_Ranzinza_054,"Opposite of Sex, The (1998)",1.5
Critico_Ranzinza_054,Amarcord (1973),2.0
Critico_Ranzinza_054,Purple Rain (1984),1.0
Critico_Ranzinza_054,Zeitgeist: The Movie (2007),1.5
Critico_Ranzinza_054,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",2.0
Critico_Ranzinza_054,"Postman, The (1997)",2.0
Critico_Ranzinza_054,Overboard (1987),1.0
Critico_Ranzinza_054,Vacation (2015),1.0
Critico_Ranzinza_054,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",1.5
Critico_Ranzinza_054,Atlantic City (1980),3.0
Critico_Ranzinza_054,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",2.0
Critico_Ranzinza_054,Harold and Kumar Go to White Castle (2004),2.0
Critico_Ranzinza_054,Batman Begins (2005),2.5
Critico_Ranzinza_054,Immortal Beloved (1994),2.0
Critico_Ranzinza_054,"Four Seasons, The (1981)",2.0
Critico_Ranzinza_054,"Dance of Reality, The (Danza de la realidad, La) (2013)",2.0
Critico_Ranzinza_054,"Thief of Paris, The (Le voleur) (1967)",2.5
Critico_Ranzinza_054,Skyfall (2012),1.5
Critico_Ranzinza_054,White Fang (1991),1.5
Critico_Ranzinza_054,About Time (2013),1.5
Critico_Ranzinza_054,Falling Angels (2003),2.0
Critico_Ranzinza_054,"Musketeer, The (2001)",1.5
Critico_Ranzinza_054,Mind Game (2004),2.0
Critico_Ranzinza_054,Little Man Tate (1991),2.5
Critico_Ranzinza_054,"Breakfast Club, The (1985)",2.5
Critico_Ranzinza_055,How High (2001),2.0
Critico_Ranzinza_055,Back to the Beach (1987),2.0
Critico_Ranzinza_055,"End of the Affair, The (1999)",0.5
Critico_Ranzinza_055,Death Becomes Her (1992),2.5
Critico_Ranzinza_055,Only Old Men Are Going to Battle (V boy idut odni stariki) (1973),3.0
Critico_Ranzinza_055,"Cave, The (2005)",3.0
Critico_Ranzinza_055,"Human Stain, The (2003)",2.5
Critico_Ranzinza_055,Red Dawn (1984),1.5
Critico_Ranzinza_055,Rust and Bone (De rouille et d'os) (2012),1.5
Critico_Ranzinza_055,Only Lovers Left Alive (2013),2.5
Critico_Ranzinza_055,Casino Jack (2010),1.5
Critico_Ranzinza_055,Harry Potter and the Chamber of Secrets (2002),2.5
Critico_Ranzinza_055,Hello Ladies: The Movie (2014),3.0
Critico_Ranzinza_055,Kiss me Kismet (2006),2.0
Critico_Ranzinza_055,Memories of Me (1988),1.5
Critico_Ranzinza_055,Jackass: The Movie (2002),2.0
Critico_Ranzinza_055,"Faculty, The (1998)",2.0
Critico_Ranzinza_055,Little Man (2006),2.0
Critico_Ranzinza_055,À nous la liberté (Freedom for Us) (1931),1.5
Critico_Ranzinza_055,"Alamo, The (1960)",1.5
Critico_Ranzinza_055,2048: Nowhere to Run (2017),2.0
Critico_Ranzinza_055,Stripes (1981),2.5
Critico_Ranzinza_055,Galaxy of Terror (Quest) (1981),2.0
Critico_Ranzinza_055,Hellraiser III: Hell on Earth (1992),1.5
Critico_Ranzinza_055,Burden of Dreams (1982),3.0
Critico_Ranzinza_055,Raiders of the Lost Ark: The Adaptation (1989),1.5
Critico_Ranzinza_055,"Play It Again, Sam (1972)",1.5
Critico_Ranzinza_055,Crimewave (1985),2.0
Critico_Ranzinza_055,Tsotsi (2005),2.0
Critico_Ranzinza_055,Heartburn (1986),2.0
Critico_Ranzinza_056,Hall Pass (2011),3.0
Critico_Ranzinza_056,Source Code (2011),3.0
Critico_Ranzinza_056,Pekka ja Pätkä Suezilla (1958),2.0
Critico_Ranzinza_056,"13th Warrior, The (1999)",3.5
Critico_Ranzinza_056,Ice Castles (1978),3.0
Critico_Ranzinza_056,Mediterraneo (1991),1.5
Critico_Ranzinza_056,Paranormal Activity (2009),1.0
Critico_Ranzinza_056,Another Thin Man (1939),2.0
Critico_Ranzinza_056,Animal House (1978),2.5
Critico_Ranzinza_056,Captain Fantastic (2016),1.0
Critico_Ranzinza_056,Knowing (2009),1.0
Critico_Ranzinza_056,Wasabi (2001),2.5
Critico_Ranzinza_056,Zone 39 (1997),3.0
Critico_Ranzinza_056,Cobra (1986),2.5
Critico_Ranzinza_056,Kalifornia (1993),2.0
Critico_Ranzinza_056,Meet Dave (2008),3.0
Critico_Ranzinza_056,Shadow of a Doubt (1943),2.0
Critico_Ranzinza_056,American Drug War: The Last White Hope (2007),2.0
Critico_Ranzinza_056,The Raid: Redemption (2011),2.5
Critico_Ranzinza_056,Windtalkers (2002),1.0
Critico_Ranzinza_056,Missing in Action 2: The Beginning (1985),2.0
Critico_Ranzinza_056,Polyester (1981),1.5
Critico_Ranzinza_056,Little Buddha (1993),2.5
Critico_Ranzinza_056,"Teahouse of the August Moon, The (1956)",1.0
Critico_Ranzinza_056,Dream for an Insomniac (1996),2.0
Critico_Ranzinza_056,Toys (1992),2.0
Critico_Ranzinza_056,"Big Hit, The (1998)",1.5
Critico_Ranzinza_056,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),2.0
Critico_Ranzinza_056,Pokémon Heroes (2003),0.5
Critico_Ranzinza_056,"Thing Called Love, The (1993)",2.0
Critico_Ranzinza_057,"Bourne Supremacy, The (2004)",1.5
Critico_Ranzinza_057,Persona (1966),2.0
Critico_Ranzinza_057,"American Astronaut, The (2001)",1.0
Critico_Ranzinza_057,"Captive, The (2014)",2.5
Critico_Ranzinza_057,Emmanuelle (1974),2.5
Critico_Ranzinza_057,Ready to Rumble (2000),1.5
Critico_Ranzinza_057,Mission: Impossible - Rogue Nation (2015),1.5
Critico_Ranzinza_057,"Ruling Class, The (1972)",3.5
Critico_Ranzinza_057,Somers Town (2008),2.5
Critico_Ranzinza_057,Amer (2009),2.0
Critico_Ranzinza_057,Mike's New Car (2002),2.0
Critico_Ranzinza_057,Garam Masala (2005),2.5
Critico_Ranzinza_057,Captain Blood (1935),1.5
Critico_Ranzinza_057,"Streetcar Named Desire, A (1951)",2.0
Critico_Ranzinza_057,Speed (1994),2.5
Critico_Ranzinza_057,The Man from Nowhere (2010),2.0
Critico_Ranzinza_057,Deceiver (1997),1.0
Critico_Ranzinza_057,"Postman Always Rings Twice, The (1946)",1.5
Critico_Ranzinza_057,Royal Wedding (1951),1.5
Critico_Ranzinza_057,"All This, and Heaven Too (1940)",1.5
Critico_Ranzinza_057,Meteor (1979),2.0
Critico_Ranzinza_057,Hombre (1967),2.0
Critico_Ranzinza_057,Jingle All the Way (1996),1.5
Critico_Ranzinza_057,Johnny Handsome (1989),2.0
Critico_Ranzinza_057,Rachel Getting Married (2008),3.0
Critico_Ranzinza_057,"Decade Under the Influence, A (2003)",3.0
Critico_Ranzinza_057,Please Don't Eat the Daisies (1960),2.5
Critico_Ranzinza_057,Rent (2005),1.0
Critico_Ranzinza_057,Margaret (2011),2.0
Critico_Ranzinza_057,"Sex, Drugs & Taxation (2013)",2.0
Critico_Ranzinza_058,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",2.0
Critico_Ranzinza_058,"Contender, The (2000)",1.5
Critico_Ranzinza_058,Wristcutters: A Love Story (2006),1.0
Critico_Ranzinza_058,Strange Magic (2015),3.0
Critico_Ranzinza_058,How To Change The World (2015),1.5
Critico_Ranzinza_058,Monty Python's Life of Brian (1979),2.0
Critico_Ranzinza_058,Grand Illusion (La grande illusion) (1937),1.5
Critico_Ranzinza_058,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),2.0
Critico_Ranzinza_058,Jersey Girl (2004),2.5
Critico_Ranzinza_058,The Wedding Ringer (2015),1.0
Critico_Ranzinza_058,Infernal Affairs 2 (Mou gaan dou II) (2003),3.0
Critico_Ranzinza_058,Stuck (2007),3.0
Critico_Ranzinza_058,Ultimate Avengers (2006),1.5
Critico_Ranzinza_058,Throne of Blood (Kumonosu jô) (1957),1.5
Critico_Ranzinza_058,Massu Engira Maasilamani (2015),2.0
Critico_Ranzinza_058,Don't Tell Mom the Babysitter's Dead (1991),1.5
Critico_Ranzinza_058,"Day of the Locust, The (1975)",1.5
Critico_Ranzinza_058,Meet Wally Sparks (1997),2.5
Critico_Ranzinza_058,Swamp Thing (1982),1.5
Critico_Ranzinza_058,Dope (2015),2.0
Critico_Ranzinza_058,Ashby (2015),2.0
Critico_Ranzinza_058,The Crew (2016),1.5
Critico_Ranzinza_058,Hitman: Agent 47 (2015),1.5
Critico_Ranzinza_058,Bad Moms (2016),2.5
Critico_Ranzinza_058,"Tall Guy, The (1989)",2.0
Critico_Ranzinza_058,"Juror, The (1996)",1.0
Critico_Ranzinza_058,Who Am I? (Wo shi shei) (1998),0.5
Critico_Ranzinza_058,Any Given Sunday (1999),1.5
Critico_Ranzinza_058,Howl (2010),2.5
Critico_Ranzinza_058,"Nanny Diaries, The (2007)",2.5
Critico_Ranzinza_059,Spiral (2018),1.5
Critico_Ranzinza_059,Enigma (2001),1.5
Critico_Ranzinza_059,"Super, The (1991)",2.5
Critico_Ranzinza_059,Father Goose (1964),3.0
Critico_Ranzinza_059,Bedazzled (2000),2.5
Critico_Ranzinza_059,Teknolust (2002),2.0
Critico_Ranzinza_059,Bill Hicks: Revelations (1993),1.0
Critico_Ranzinza_059,Invincible (2006),1.5
Critico_Ranzinza_059,Oblivion (2013),1.0
Critico_Ranzinza_059,Wit (2001),2.0
Critico_Ranzinza_059,Elektra Luxx (2010),2.0
Critico_Ranzinza_059,Exit to Eden (1994),2.0
Critico_Ranzinza_059,"Christmas Carol, A (2009)",3.0
Critico_Ranzinza_059,Bridget Jones: The Edge of Reason (2004),1.5
Critico_Ranzinza_059,Dogman (2018),2.0
Critico_Ranzinza_059,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),2.0
Critico_Ranzinza_059,Alone in the Dark (2005),0.5
Critico_Ranzinza_059,When We Were Kings (1996),1.5
Critico_Ranzinza_059,Kick-Ass (2010),1.0
Critico_Ranzinza_059,Out to Sea (1997),1.5
Critico_Ranzinza_059,Born to Be Wild (1995),2.5
Critico_Ranzinza_059,"Great Outdoors, The (1988)",1.0
Critico_Ranzinza_059,Teen Wolf (1985),3.0
Critico_Ranzinza_059,Company Man (2000),1.5
Critico_Ranzinza_059,"Cell, The (2000)",2.0
Critico_Ranzinza_059,21 Jump Street (2012),1.5
Critico_Ranzinza_059,Grand Hotel (1932),3.0
Critico_Ranzinza_059,"Honey, We Shrunk Ourselves (1997)",1.5
Critico_Ranzinza_059,Alfie (2004),1.0
Critico_Ranzinza_059,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),1.0
Critico_Ranzinza_060,Flipped (2010),1.5
Critico_Ranzinza_060,"Avventura, L' (Adventure, The) (1960)",1.0
Critico_Ranzinza_060,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",2.5
Critico_Ranzinza_060,Down in the Valley (2005),1.0
Critico_Ranzinza_060,I Killed My Mother (J'ai tué ma mère) (2009),3.0
Critico_Ranzinza_060,"Norte, El (1984)",2.0
Critico_Ranzinza_060,Ruby Red (2013),2.5
Critico_Ranzinza_060,Children of the Damned (1963),2.0
Critico_Ranzinza_060,"Hollywood Knights, The (1980)",2.0
Critico_Ranzinza_060,Who's Harry Crumb? (1989),0.5
Critico_Ranzinza_060,Harvard Man (2001),2.5
Critico_Ranzinza_060,The Lovers (2015),2.0
Critico_Ranzinza_060,Martin (1977),1.0
Critico_Ranzinza_060,I Bought a Vampire Motorcycle (1990),1.0
Critico_Ranzinza_060,Up in the Air (2009),2.5
Critico_Ranzinza_060,Forever Young (1992),1.5
Critico_Ranzinza_060,European Vacation (aka National Lampoon's European Vacation) (1985),1.5
Critico_Ranzinza_060,Gossip (2000),2.5
Critico_Ranzinza_060,Batman (1989),1.5
Critico_Ranzinza_060,For the Bible Tells Me So (2007),3.0
Critico_Ranzinza_060,Luck by Chance (2009),1.5
Critico_Ranzinza_060,Whipped (2000),2.0
Critico_Ranzinza_060,Jack-Jack Attack (2005),2.5
Critico_Ranzinza_060,Carlito's Way (1993),1.0
Critico_Ranzinza_060,Old Men: Robbers (1971),2.0
Critico_Ranzinza_060,Snitch (2013),1.5
Critico_Ranzinza_060,Eye See You (D-Tox) (2002),3.0
Critico_Ranzinza_060,Bill & Ted's Excellent Adventure (1989),1.0
Critico_Ranzinza_060,"Family Stone, The (2005)",2.0
Critico_Ranzinza_060,Species III (2004),1.5
Critico_Ranzinza_061,Con Air (1997),1.5
Critico_Ranzinza_061,Submarine (2010),1.0
Critico_Ranzinza_061,Superhero Movie (2008),3.0
Critico_Ranzinza_061,Marked for Death (1990),2.0
Critico_Ranzinza_061,"Blood of the Beasts (Sang des bêtes, Le) (1949)",3.0
Critico_Ranzinza_061,Star Trek III: The Search for Spock (1984),1.5
Critico_Ranzinza_061,Hannibal (2001),1.5
Critico_Ranzinza_061,How to Deal (2003),1.0
Critico_Ranzinza_061,"Price of Milk, The (2000)",1.5
Critico_Ranzinza_061,Marvel One-Shot: Agent Carter (2013),2.0
Critico_Ranzinza_061,Basic Instinct (1992),2.0
Critico_Ranzinza_061,"White Balloon, The (Badkonake sefid) (1995)",2.5
Critico_Ranzinza_061,Say Anything... (1989),2.5
Critico_Ranzinza_061,Nashville (1975),1.5
Critico_Ranzinza_061,S.W.A.T. (2003),3.5
Critico_Ranzinza_061,Fire in the Sky (1993),0.5
Critico_Ranzinza_061,All is Bright (2013),2.5
Critico_Ranzinza_061,Gone Girl (2014),1.5
Critico_Ranzinza_061,Godzilla (2014),2.5
Critico_Ranzinza_061,"Cincinnati Kid, The (1965)",2.0
Critico_Ranzinza_061,Survive Style 5+ (2004),1.5
Critico_Ranzinza_061,Rambo (Rambo 4) (2008),1.0
Critico_Ranzinza_061,Go Figure (2005),0.5
Critico_Ranzinza_061,Rogue (2007),2.0
Critico_Ranzinza_061,Halloween 5: The Revenge of Michael Myers (1989),2.0
Critico_Ranzinza_061,Hogfather (Terry Pratchett's Hogfather) (2006),2.5
Critico_Ranzinza_061,Beaches (1988),1.5
Critico_Ranzinza_061,Disgrace (2008),1.5
Critico_Ranzinza_061,There's Something About Mary (1998),3.0
Critico_Ranzinza_061,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),2.0
Critico_Ranzinza_062,Kite (2014),2.0
Critico_Ranzinza_062,"Guilt Trip, The (2012)",2.0
Critico_Ranzinza_062,Winter Light (Nattvardsgästerna) (1963),2.5
Critico_Ranzinza_062,Beneath the Planet of the Apes (1970),3.0
Critico_Ranzinza_062,Protocol (1984),2.0
Critico_Ranzinza_062,Those Happy Days (2006),1.5
Critico_Ranzinza_062,Tin Man (2007),2.0
Critico_Ranzinza_062,"Fox and the Hound, The (1981)",1.5
Critico_Ranzinza_062,Ghost Dad (1990),1.5
Critico_Ranzinza_062,The Deadly Bees (1967),2.0
Critico_Ranzinza_062,Titus (1999),1.5
Critico_Ranzinza_062,Miss Peregrine's Home for Peculiar Children (2016),3.5
Critico_Ranzinza_062,I Love Trouble (1994),2.0
Critico_Ranzinza_062,Holy Smoke (1999),2.0
Critico_Ranzinza_062,Girl 6 (1996),2.0
Critico_Ranzinza_062,Helter Skelter (2004),1.5
Critico_Ranzinza_062,"Reaping, The (2007)",1.5
Critico_Ranzinza_062,Bossa Nova (2000),2.0
Critico_Ranzinza_062,Wilbur Wants to Kill Himself (2002),2.0
Critico_Ranzinza_062,Somebody to Love (1994),2.0
Critico_Ranzinza_062,FairyTale: A True Story (1997),2.0
Critico_Ranzinza_062,Eddie the Eagle (2016),3.0
Critico_Ranzinza_062,Joe Dirt (2001),2.5
Critico_Ranzinza_062,"Edge, The (1997)",2.0
Critico_Ranzinza_062,Juno (2007),0.5
Critico_Ranzinza_062,I Sell the Dead (2008),1.5
Critico_Ranzinza_062,Kundun (1997),1.5
Critico_Ranzinza_062,Traffic (2000),1.5
Critico_Ranzinza_062,"Red Badge of Courage, The (1951)",2.0
Critico_Ranzinza_062,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)",2.0
Critico_Ranzinza_063,The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers (1980),1.0
Critico_Ranzinza_063,Tracers (2015),1.5
Critico_Ranzinza_063,Dumb and Dumberer: When Harry Met Lloyd (2003),2.0
Critico_Ranzinza_063,Joe Gould's Secret (2000),2.0
Critico_Ranzinza_063,"Master of Disguise, The (2002)",1.5
Critico_Ranzinza_063,The Lobster (2015),2.5
Critico_Ranzinza_063,Ghost in the Shell: Solid State Society (2006),2.5
Critico_Ranzinza_063,Romance (1999),2.5
Critico_Ranzinza_063,Hot Tub Time Machine (2010),2.0
Critico_Ranzinza_063,When the Cat's Away (Chacun cherche son chat) (1996),1.0
Critico_Ranzinza_063,December Boys (2007),2.0
Critico_Ranzinza_063,"Daytrippers, The (1996)",2.5
Critico_Ranzinza_063,American Graffiti (1973),1.5
Critico_Ranzinza_063,All That Jazz (1979),2.5
Critico_Ranzinza_063,"Bodyguard, The (1992)",1.0
Critico_Ranzinza_063,Run Silent Run Deep (1958),3.0
Critico_Ranzinza_063,Merry Madagascar (2009),2.5
Critico_Ranzinza_063,Concussion (2015),1.5
Critico_Ranzinza_063,"Bamba, La (1987)",1.5
Critico_Ranzinza_063,Devil in a Blue Dress (1995),1.5
Critico_Ranzinza_063,Goodnight Mommy (Ich seh ich seh) (2014),1.5
Critico_Ranzinza_063,Pinocchio (1940),1.5
Critico_Ranzinza_063,"Secret Agent, The (1996)",2.0
Critico_Ranzinza_063,Angels with Dirty Faces (1938),2.0
Critico_Ranzinza_063,Ishtar (1987),2.5
Critico_Ranzinza_063,Little Darlings (1980),2.0
Critico_Ranzinza_063,Fist Fight (2017),1.5
Critico_Ranzinza_063,Mr. Wrong (1996),1.5
Critico_Ranzinza_063,Blue Chips (1994),2.0
Critico_Ranzinza_063,Little Black Book (2004),2.5
Critico_Ranzinza_064,"Assignment, The (1997)",2.0
Critico_Ranzinza_064,Gangs of New York (2002),1.5
Critico_Ranzinza_064,"Bamba, La (1987)",2.0
